,accession,dec.date,country,V3,region
861,AB614420,[2010:2010.997],Japan,2010.102516,Eastern Asia
862,AB614412,[2010:2010.997],Japan,2010.102516,Eastern Asia
863,AB614438,[2010:2010.997],Japan,2010.97877,Eastern Asia
864,AB614424,[2010:2010.997],Japan,2010.754624,Eastern Asia
865,AB614435,[2010:2010.997],Japan,2010.754624,Eastern Asia
866,JF830021,2000.033,Netherlands,2000.033,Europe
867,KX255357,2000.716,USA,2000.716,North America
868,KX255391,2000.686,USA,2000.686,North America
869,AY426494,[2000.587:2000.997],USA,2000.905958,North America
870,KX255405,2000.765,USA,2000.765,North America
871,MN240497,[2000:2000.997],USA,2000.858197,North America
872,AY426493,[2000:2000.997],USA,2000.858197,North America
873,KX433166,2000.705,USA,2000.705,North America
874,KX255353,2000.639,USA,2000.639,North America
875,KT285484,2008.445,China,2008.445,Eastern Asia
876,KJ472886,[2011:2011.997],Kenya,2011,Eastern Africa
877,KP657704,[2007:2007.997],Taiwan,2007.329351,Eastern Asia
878,AB817702,2008.801,Philippines,2008.801,South-Eastern Asia
879,MF045419,[2009.348:2009.997],Vietnam,2009.997,South-Eastern Asia
880,MF045420,[2009:2009.997],Vietnam,2009.071924,South-Eastern Asia
881,KJ556327,2011.696,Cambodia,2011.696,South-Eastern Asia
882,AB817709,2008.959,Philippines,2008.959,South-Eastern Asia
883,AB817705,2008.899,Philippines,2008.899,South-Eastern Asia
884,AB817708,2008.954,Philippines,2008.954,South-Eastern Asia
885,AB817706,2008.926,Philippines,2008.926,South-Eastern Asia
886,AB817703,2008.861,Philippines,2008.861,South-Eastern Asia
887,AB817704,2008.896,Philippines,2008.896,South-Eastern Asia
888,AB817716,2011.636,Philippines,2011.636,South-Eastern Asia
889,AB817712,2011.452,Philippines,2011.452,South-Eastern Asia
890,AB817711,2011.444,Philippines,2011.444,South-Eastern Asia
891,AB817713,2011.477,Philippines,2011.477,South-Eastern Asia
892,AB861414,2011.589,Philippines,2011.589,South-Eastern Asia
893,AB817715,2011.589,Philippines,2011.589,South-Eastern Asia
894,KT318494,2008.309,Taiwan,2008.309,Eastern Asia
895,KP657705,[2008:2008.997],Taiwan,2008.410772,Eastern Asia
896,KP657706,[2008:2008.997],Taiwan,2008,Eastern Asia
897,JF896310,[2009:2009.997],Netherlands,2009.997,Europe
898,JF896308,[2009:2009.997],Netherlands,2009.391803,Europe
899,JF896309,[2009:2009.997],Netherlands,2009.391803,Europe
900,KT231901,2009.874,Netherlands,2009.874,Europe
901,KT231902,2009.874,Netherlands,2009.874,Europe
902,KT231898,2009.559,Netherlands,2009.559,Europe
903,JF830045,2009.559,Netherlands,2009.559,Europe
904,KT231897,2009.559,Netherlands,2009.559,Europe
905,JF830047,2009.784,Netherlands,2009.784,Europe
906,JQ586222,2009.86,United Kingdom,2009.86,Europe
907,AB614409,[2010:2010.997],Japan,2010.997,Eastern Asia
908,AB614433,[2010:2010.997],Japan,2010.680104,Eastern Asia
909,AB614432,[2010:2010.997],Japan,2010.084462,Eastern Asia
910,AB614430,[2010:2010.997],Japan,2010.085086,Eastern Asia
911,AB614431,[2010:2010.997],Japan,2010.084462,Eastern Asia
912,AB614427,[2010:2010.997],Japan,2010.665707,Eastern Asia
913,AB614437,[2010:2010.997],Japan,2010.956059,Eastern Asia
914,JQ586223,2009.871,United Kingdom,2009.871,Europe
915,JF896305,[2010:2010.756],Netherlands,2010,Europe
916,JF830049,2009.874,Netherlands,2009.874,Europe
917,JQ586226,2009.89,United Kingdom,2009.89,Europe
918,JQ586221,2009.838,United Kingdom,2009.838,Europe
919,JF896303,[2010:2010.997],Netherlands,2010.744569,Europe
920,JF896302,[2010:2010.997],Netherlands,2010.744569,Europe
921,JF896304,[2010.274:2010.997],Netherlands,2010.997,Europe
922,KY272877,2010.699,France,2010.699,Europe
923,KY272878,2010.696,France,2010.696,Europe
924,KX433164,2012.79,USA,2012.79,North America
925,KX255401,2012.653,USA,2012.653,North America
926,KP455246,[2011:2011.997],Canada,2011.215584,North America
927,JF896307,[2010:2010.997],Netherlands,2010.208423,Europe
928,JF896306,[2010.238:2010.997],Netherlands,2010.997,Europe
929,JQ586224,2009.959,United Kingdom,2009.959,Europe
930,AB902837,[2010.581:2010.655],Japan,2010.581,Eastern Asia
931,JF896311,[2009.726:2009.997],Netherlands,2009.846461,Europe
932,JF830048,2009.847,Netherlands,2009.847,Europe
933,KP455244,[2011:2011.997],Canada,2011.783938,North America
934,KP455127,[2011:2011.997],Canada,2011.785724,North America
935,KP455243,[2011:2011.997],Canada,2011.997,North America
936,KP455287,[2011:2011.997],Canada,2011.171205,North America
937,KP455245,[2011:2011.929],Canada,2011.17292,North America
938,KX255394,2012.702,USA,2012.702,North America
939,KM975342,2012.913,Netherlands,2012.913,Europe
940,KP317480,2014.816,Israel,2014.816,Western Asia
941,KC763164,[2012.833:2012.904],Italy,2012.833,Europe
942,KC763169,[2012.923:2012.997],Italy,2012.997,Europe
943,KF254913,2013.074,Spain,2013.074,Europe
944,KY272884,2012.694,France,2012.694,Europe
945,KC763167,[2012.833:2012.904],Italy,2012.833,Europe
946,KY272912,2012.825,France,2012.825,Europe
947,KY272890,2012.738,France,2012.738,Europe
948,KY272872,2012.77,France,2012.77,Europe
949,KM975327,2012.954,Netherlands,2012.954,Europe
950,KY272876,2012.82,France,2012.82,Europe
951,KF254922,2012.814,Spain,2012.814,Europe
952,KY272903,2012.795,France,2012.795,Europe
953,KY272907,2012.809,France,2012.809,Europe
954,KY272874,2012.809,France,2012.809,Europe
955,KY272883,2012.686,France,2012.686,Europe
956,KY272897,2012.768,France,2012.768,Europe
957,KY272892,2012.749,France,2012.749,Europe
958,KY272894,2012.754,France,2012.754,Europe
959,KF254924,2012.883,Spain,2012.883,Europe
960,KM975326,2012.757,Netherlands,2012.757,Europe
961,KF254918,2012.91,Spain,2012.91,Europe
962,KY272911,2012.817,France,2012.817,Europe
963,KT220463,2014.737,France,2014.737,Europe
964,KP196378,2014.715,France,2014.715,Europe
965,KY272875,2012.817,France,2012.817,Europe
966,KY272916,2012.85,France,2012.85,Europe
967,KY272899,2012.77,France,2012.77,Europe
968,KF254921,2012.896,Spain,2012.896,Europe
969,KY272895,2012.79,France,2012.79,Europe
970,KF254923,2012.828,Spain,2012.828,Europe
971,KF254919,2012.913,Spain,2012.913,Europe
972,KF254917,2012.85,Spain,2012.85,Europe
973,KF254920,2012.831,Spain,2012.831,Europe
974,KY272908,2012.811,France,2012.811,Europe
975,MF159953,2014.677,USA,2014.677,North America
976,MF159711,2014.688,USA,2014.688,North America
977,KP745739,[2014.756:2014.83],Germany,2014.756,Europe
978,MN403140,2015.058,Spain,2015.058,Europe
979,LN681320,[2014.677:2014.745],France,2014.677,Europe
980,KP729105,[2014.748:2014.83],Denmark,2014.748,Europe
981,KR108026,[2014.833:2014.912],Denmark,2014.833,Europe
982,KT220505,2014.989,France,2014.989,Europe
983,KT220493,2014.83,France,2014.83,Europe
984,LN681318,[2014.521:2014.578],France,2014.578,Europe
985,LN681321,[2014.666:2014.734],France,2014.666,Europe
986,LN681319,[2014.595:2014.663],France,2014.595,Europe
987,KT220490,2014.921,France,2014.921,Europe
988,KT220464,2014.795,France,2014.795,Europe
989,KP406478,2014.767,France,2014.767,Europe
990,KT220457,2014.858,France,2014.858,Europe
991,LT745914,2014.844,France,2014.844,Europe
992,MT791927,2014.836,France,2014.836,Europe
993,KT220454,2014.789,France,2014.789,Europe
994,KT220484,2014.901,France,2014.901,Europe
995,KP406469,2014.849,France,2014.849,Europe
996,KT873540,2014.805,Canada,2014.805,North America
997,KP455200,[2014.753:2014.997],Canada,2014.753,North America
998,KP455185,[2014.836:2014.997],Canada,2014.997,North America
999,KP189403,2014.8,Germany,2014.8,Europe
1000,KT220487,2014.904,France,2014.904,Europe
1001,LN681326,[2014.759:2014.83],France,2014.83,Europe
1002,KT220502,2014.849,France,2014.849,Europe
1003,KP406479,2014.781,France,2014.781,Europe
1004,KP455284,[2014.625:2014.896],Canada,2014.75341,North America
1005,KT873542,2014.819,Canada,2014.819,North America
1006,KP455214,[2014.69:2014.997],Canada,2014.744428,North America
1007,KP455211,[2014.69:2014.997],Canada,2014.997,North America
1008,KP455097,[2014.63:2014.929],Canada,2014.863979,North America
1009,LN874252,[2014.844:2014.912],France,2014.912,Europe
1010,KP455163,[2014.803:2014.997],Canada,2014.997,North America
1011,KP455212,[2014.63:2014.929],Canada,2014.670225,North America
1012,KP455199,[2014.63:2014.929],Canada,2014.63,North America
1013,KP455156,[2014.63:2014.929],Canada,2014.63,North America
1014,KP455133,[2014.63:2014.929],Canada,2014.863979,North America
1015,KP455202,[2014.63:2014.929],Canada,2014.63,North America
1016,KP455191,[2014.63:2014.929],Canada,2014.76202,North America
1017,KP455158,[2014.63:2014.929],Canada,2014.63,North America
1018,KP455208,[2014.63:2014.929],Canada,2014.744206,North America
1019,KP455217,[2014.693:2014.995],Canada,2014.975732,North America
1020,KP455194,[2014.833:2014.997],Canada,2014.997,North America
1021,KT873544,2014.838,Canada,2014.838,North America
1022,KR066456,[2014.677:2014.745],Germany,2014.677,Europe
1023,KT835405,2014.704,Canada,2014.704,North America
1024,KT873538,2014.671,Canada,2014.671,North America
1025,KT873545,2014.844,Canada,2014.844,North America
1026,KP406472,2014.866,France,2014.866,Europe
1027,KT220483,2014.901,France,2014.901,Europe
1028,KT220477,2014.888,France,2014.888,Europe
1029,KT220462,2014.86,France,2014.86,Europe
1030,KP406476,2014.816,France,2014.816,Europe
1031,KT220446,2014.888,France,2014.888,Europe
1032,KT220465,2014.8,France,2014.8,Europe
1033,KP406493,2014.8,France,2014.8,Europe
1034,KU886249,[2014.756:2014.83],France,2014.80771,Europe
1035,KT220468,2014.849,France,2014.849,Europe
1036,LN874239,[2014.926:2014.997],France,2014.997,Europe
1037,LN874242,[2014.748:2014.83],France,2014.83,Europe
1038,KP406477,2014.882,France,2014.882,Europe
1039,KT220496,2014.932,France,2014.932,Europe
1040,KT220443,2014.827,France,2014.827,Europe
1041,KT220460,2014.896,France,2014.896,Europe
1042,KT220495,2014.91,France,2014.91,Europe
1043,LN681338,[2014.833:2014.912],France,2014.833,Europe
1044,KT220473,2014.879,France,2014.879,Europe
1045,KT220476,2014.885,France,2014.885,Europe
1046,KT220471,2014.868,France,2014.868,Europe
1047,KT220475,2014.885,France,2014.885,Europe
1048,KP196377,2014.71,France,2014.71,Europe
1049,KT220467,2014.836,France,2014.836,Europe
1050,KT220488,2014.918,France,2014.918,Europe
1051,KT220489,2014.94,France,2014.94,Europe
1052,KT220459,2014.899,France,2014.899,Europe
1053,KP196375,2014.819,France,2014.819,Europe
1054,LN874226,[2014.748:2014.83],France,2014.748,Europe
1055,LN874250,[2014.748:2014.83],France,2014.748,Europe
1056,KU886248,[2014.748:2014.83],France,2014.83,Europe
1057,KT220479,2014.899,France,2014.899,Europe
1058,KP406475,2014.792,France,2014.792,Europe
1059,KP196366,2014.756,France,2014.756,Europe
1060,KP406487,2014.77,France,2014.77,Europe
1061,KP406474,2014.792,France,2014.792,Europe
1062,KP317481,2014.759,Israel,2014.759,Western Asia
1063,KU645362,2014.915,Ireland,2014.915,Europe
1064,KY272898,2012.77,France,2012.77,Europe
1065,KU645364,2014.915,Ireland,2014.915,Europe
1066,MN403137,2016.123,Spain,2016.123,Europe
1067,MN403234,2016.358,Spain,2016.358,Europe
1068,KX949556,[2015.915:2015.997],Spain,2015.997,Europe
1069,MN403103,2016.298,Spain,2016.298,Europe
1070,MN403186,2016.448,Spain,2016.448,Europe
1071,KX949557,[2015.915:2015.997],Spain,2015.940188,Europe
1072,MN403128,2015.942,Spain,2015.942,Europe
1073,KX949558,[2015.915:2015.997],Spain,2015.940188,Europe
1074,KX949559,[2015.915:2015.997],Spain,2015.949406,Europe
1075,MW732020,[2013.756:2013.83],Germany,2013.83,Europe
1076,MW732017,[2013.666:2013.745],Germany,2013.745,Europe
1077,KR066451,[2013.748:2013.822],Germany,2013.748,Europe
1078,KR066452,[2013.666:2013.737],Germany,2013.666,Europe
1079,KY272914,2012.831,France,2012.831,Europe
1080,KR066446,[2014.162:2014.236],Germany,2014.162,Europe
1081,KR066453,[2013.841:2013.912],Germany,2013.912,Europe
1082,KR066448,[2013.915:2013.997],Germany,2013.915,Europe
1083,KR066450,[2014:2014.074],Germany,2014,Europe
1084,KR066449,[2013.674:2013.745],Germany,2013.745,Europe
1085,KR066447,[2013.915:2013.989],Germany,2013.915,Europe
1086,MW731816,[2013.915:2013.997],Germany,2013.915,Europe
1087,MW731817,[2014.008:2014.082],Germany,2014.082,Europe
1088,MW732014,[2013.581:2013.663],Germany,2013.636793,Europe
1089,MW732015,[2013.581:2013.663],Germany,2013.636793,Europe
1090,KP406473,2014.868,France,2014.868,Europe
1091,KP455111,[2014.586:2014.997],Canada,2014.796131,North America
1092,KM851230,[2014.592:2014.663],USA,2014.663,North America
1093,MF159599,2014.622,USA,2014.622,North America
1094,KT220499,2014.803,France,2014.803,Europe
1095,KU669048,2014.663,USA,2014.663,North America
1096,KP455182,[2014:2014.997],Canada,2014.334229,North America
1097,KP455189,[2014:2014.997],Canada,2014,North America
1098,MF159970,[2014.666:2014.745],USA,2014.745,North America
1099,MF160176,2014.718,USA,2014.718,North America
1100,MF160177,2014.715,USA,2014.715,North America
1101,MF159966,[2014.666:2014.745],USA,2014.719278,North America
1102,MF159969,[2014.666:2014.745],USA,2014.719278,North America
1103,MF159783,2014.622,USA,2014.622,North America
1104,KT873539,2014.838,Canada,2014.838,North America
1105,KP455285,[2014.559:2014.893],Canada,2014.666943,North America
1106,KT995601,2014.693,USA,2014.693,North America
1107,KP114665,2014.668,Canada,2014.668,North America
1108,KR066438,[2013.748:2013.83],Germany,2013.83,Europe
1109,KM975329,2014.003,Netherlands,2014.003,Europe
1110,MW731818,[2014:2014.082],Germany,2014,Europe
1111,MW731819,[2014.093:2014.159],Germany,2014.159,Europe
1112,KP830123,2014.786,Netherlands,2014.786,Europe
1113,MW731815,[2013.923:2013.997],Germany,2013.997,Europe
1114,KR066455,[2013.833:2013.912],Germany,2013.912,Europe
1115,KP729108,[2014.748:2014.819],Denmark,2014.797959,Europe
1116,MW731814,[2013.915:2013.989],Germany,2013.915,Europe
1117,MW731810,[2013.833:2013.912],Germany,2013.89485,Europe
1118,MW732022,[2013.833:2013.912],Germany,2013.894626,Europe
1119,LN874232,[2014.748:2014.819],France,2014.819,Europe
1120,KR066443,[2013.841:2013.912],Germany,2013.912,Europe
1121,KP830134,2014.844,Netherlands,2014.844,Europe
1122,MW731812,[2013.833:2013.912],Germany,2013.833,Europe
1123,MW731811,[2013.833:2013.912],Germany,2013.833,Europe
1124,MW732021,[2013.748:2013.83],Germany,2013.83,Europe
1125,KM975345,2013.901,Netherlands,2013.901,Europe
1126,KR066439,[2013.833:2013.912],Germany,2013.833,Europe
1127,KR066445,[2014.085:2014.159],Germany,2014.085,Europe
1128,KT835404,2014.715,Canada,2014.715,North America
1129,MF159928,2014.696,USA,2014.696,North America
1130,MF159983,2014.69,USA,2014.69,North America
1131,KM887901,[2014:2014.622],Netherlands,2014.298811,Europe
1132,KT455429,[2014:2014.477],USA,2014.437504,North America
1133,KM975328,2013.819,Netherlands,2013.819,Europe
1134,KT099084,2014.712,USA,2014.712,North America
1135,KP742375,2014.712,USA,2014.712,North America
1136,KP745769,2014.732,USA,2014.732,North America
1137,KT995537,2014.668,USA,2014.668,North America
1138,MW732019,[2013.748:2013.83],Germany,2013.748,Europe
1139,KP406490,2014.775,France,2014.775,Europe
1140,KP406470,2014.849,France,2014.849,Europe
1141,KM887894,[2014.701:2014.997],Netherlands,2014.997,Europe
1142,KR066454,[2013.748:2013.83],Germany,2013.748,Europe
1143,KP745736,[2014.674:2014.745],Germany,2014.674,Europe
1144,KP307992,2014.893,France,2014.893,Europe
1145,KP196373,2014.805,France,2014.805,Europe
1146,LN874249,[2014.759:2014.83],France,2014.759,Europe
1147,KP729104,[2014.666:2014.745],Denmark,2014.666,Europe
1148,KP406486,2014.764,France,2014.764,Europe
1149,KP406488,2014.773,France,2014.773,Europe
1150,KP406496,2014.808,France,2014.808,Europe
1151,KP406492,2014.792,France,2014.792,Europe
1152,KR066444,[2013.841:2013.912],Germany,2013.841,Europe
1153,KR066440,[2013.748:2013.83],Germany,2013.748,Europe
1154,LN874247,[2014.748:2014.819],France,2014.748,Europe
1155,LN874234,[2014.833:2014.904],France,2014.833,Europe
1156,KT220497,2014.762,France,2014.762,Europe
1157,KT220503,2014.866,France,2014.866,Europe
1158,KT220501,2014.836,France,2014.836,Europe
1159,KM975346,2014.589,Netherlands,2014.589,Europe
1160,KT220474,2014.882,France,2014.882,Europe
1161,KP406481,2014.833,France,2014.833,Europe
1162,KP830122,2014.77,Netherlands,2014.77,Europe
1163,KM887903,[2014:2014.997],Netherlands,2014.423237,Europe
1164,KM924544,[2014:2014.997],Netherlands,2014.669411,Europe
1165,KM924547,[2014:2014.997],Netherlands,2014.423237,Europe
1166,KM887896,[2014:2014.997],Netherlands,2014.04689,Europe
1167,MF160013,2014.688,USA,2014.688,North America
1168,KP657746,2014.819,Germany,2014.819,Europe
1169,KP406468,2014.83,France,2014.83,Europe
1170,KT220481,2014.899,France,2014.899,Europe
1171,KP406484,2014.723,France,2014.723,Europe
1172,LN681340,[2014.679:2014.745],France,2014.679,Europe
1173,LN874251,[2014.833:2014.901],France,2014.833,Europe
1174,LN874243,[2014.748:2014.83],France,2014.748,Europe
1175,LN681335,[2014.748:2014.825],France,2014.825,Europe
1176,KP196364,2014.726,France,2014.726,Europe
1177,LN874230,[2014.748:2014.825],France,2014.748,Europe
1178,KP196365,2014.745,France,2014.745,Europe
1179,KT220442,2014.827,France,2014.827,Europe
1180,MW731813,[2013.923:2013.997],Germany,2013.986033,Europe
1181,MW732018,[2013.764:2013.83],Germany,2013.83,Europe
1182,KP745733,[2014.759:2014.83],Germany,2014.83,Europe
1183,KP189398,2014.786,Germany,2014.786,Europe
1184,MW731822,[2014.748:2014.822],Germany,2014.748,Europe
1185,KT220478,2014.899,France,2014.899,Europe
1186,KM975334,2014.649,Netherlands,2014.649,Europe
1187,KM924546,[2014:2014.997],Netherlands,2014,Europe
1188,KM887897,[2014:2014.997],Netherlands,2014.997,Europe
1189,KM975332,2014.523,Netherlands,2014.523,Europe
1190,KM975333,2014.521,Netherlands,2014.521,Europe
1191,KM975331,2014.515,Netherlands,2014.515,Europe
1192,KP830126,2014.858,Netherlands,2014.858,Europe
1193,KM887898,[2014:2014.997],Netherlands,2014.799938,Europe
1194,KM887895,[2014:2014.997],Netherlands,2014.800486,Europe
1195,KM887899,[2014:2014.997],Netherlands,2014.799938,Europe
1196,KM887906,[2014:2014.997],Netherlands,2014,Europe
1197,KM924545,[2014:2014.997],Netherlands,2014,Europe
1198,KP830130,2014.896,Netherlands,2014.896,Europe
1199,KM975330,2014.523,Netherlands,2014.523,Europe
1200,KP657737,2014.666,Germany,2014.666,Europe
1201,KP189393,2014.704,Germany,2014.704,Europe
1202,KP729109,[2014.756:2014.83],Denmark,2014.756,Europe
1203,KP830135,2014.847,Netherlands,2014.847,Europe
1204,KP729103,[2014.677:2014.745],Denmark,2014.677,Europe
1205,KP196368,2014.767,France,2014.767,Europe
1206,LN874248,[2014.756:2014.83],France,2014.83,Europe
1207,LT745915,2014.91,France,2014.91,Europe
1208,KP196376,2014.789,France,2014.789,Europe
1209,KP196369,2014.789,France,2014.789,Europe
1210,KP406467,2014.781,France,2014.781,Europe
1211,KP196371,2014.795,France,2014.795,Europe
1212,LN681324,[2014.748:2014.83],France,2014.83,Europe
1213,KT220472,2014.877,France,2014.877,Europe
1214,KM975350,2014.71,Netherlands,2014.71,Europe
1215,KT220470,2014.863,France,2014.863,Europe
1216,KP745734,[2014.759:2014.83],Germany,2014.83,Europe
1217,KP406489,2014.773,France,2014.773,Europe
1218,LN874246,[2014.756:2014.83],France,2014.83,Europe
1219,LN681329,[2014.759:2014.83],France,2014.83,Europe
1220,LN874241,[2014.679:2014.745],France,2014.679,Europe
1221,KP406495,2014.805,France,2014.805,Europe
1222,KR066441,[2014.748:2014.83],Germany,2014.83,Europe
1223,LN681333,[2014.748:2014.83],France,2014.748,Europe
1224,LN681330,[2014.759:2014.83],France,2014.83,Europe
1225,KP196367,2014.773,France,2014.773,Europe
1226,LN681323,[2014.699:2014.745],France,2014.720933,Europe
1227,LN681334,[2014.748:2014.83],France,2014.792076,Europe
1228,LN681325,[2014.748:2014.83],France,2014.792076,Europe
1229,LN874231,[2014.748:2014.83],France,2014.748,Europe
1230,LN874235,[2014.841:2014.912],France,2014.841,Europe
1231,KM887904,[2014.663:2014.964],Netherlands,2014.664003,Europe
1232,LN874229,[2014.748:2014.83],France,2014.818437,Europe
1233,KT220486,2014.904,France,2014.904,Europe
1234,LN874237,[2014.833:2014.912],France,2014.903467,Europe
1235,KU886246,[2014.756:2014.83],France,2014.83,Europe
1236,LN874238,[2014.926:2014.997],France,2014.997,Europe
1237,LN874233,[2014.748:2014.83],France,2014.748,Europe
1238,LN874224,[2014.682:2014.745],France,2014.682,Europe
1239,LN874236,[2014.833:2014.912],France,2014.833,Europe
1240,KP745740,[2014.759:2014.83],Germany,2014.759,Europe
1241,KP657743,2014.781,Germany,2014.781,Europe
1242,KR066442,[2014.77:2014.83],Germany,2014.83,Europe
1243,MN018254,2015.055,United Kingdom,2015.055,Europe
1244,MK377403,2015.055,United Kingdom,2015.055,Europe
1245,KR108024,[2014.748:2014.83],Denmark,2014.779915,Europe
1246,KP189399,2014.781,Germany,2014.781,Europe
1247,KP657741,2014.764,Germany,2014.764,Europe
1248,KP745743,[2014.748:2014.83],Germany,2014.748,Europe
1249,KM892501,[2013:2013.6],USA,2013,North America
1250,MG991260,2017.162,China,2017.162,Eastern Asia
1251,JQ411807,2011.649,Thailand,2011.649,South-Eastern Asia
1252,KT803589,[2012:2012.074],China,2012,Eastern Asia
1253,JQ924865,2011.718,China,2011.718,Eastern Asia
1254,JX898785,[2011.748:2011.822],China,2011.748,Eastern Asia
1255,JQ924866,2011.918,China,2011.918,Eastern Asia
1256,JQ411804,2011.619,Thailand,2011.619,South-Eastern Asia
1257,JQ411803,2011.663,Thailand,2011.663,South-Eastern Asia
1258,JQ924867,2011.945,China,2011.945,Eastern Asia
1259,KT959187,[2012.415:2012.495],Hong Kong,2012.457829,Eastern Asia
1260,KT959188,[2012.505:2012.579],Hong Kong,2012.527311,Eastern Asia
1261,KT959184,[2012.339:2012.413],Hong Kong,2012.413,Eastern Asia
1262,KM975338,2012.749,Netherlands,2012.749,Europe
1263,KT280503,2011.871,China,2011.871,Eastern Asia
1264,KT280504,2013.548,China,2013.548,Eastern Asia
1265,KP657718,[2012:2012.795],Taiwan,2012,Eastern Asia
1266,KT285320,2011.964,China,2011.964,Eastern Asia
1267,KP657719,[2012:2012.997],Taiwan,2012.616911,Eastern Asia
1268,KT959198,[2014.496:2014.57],Hong Kong,2014.57,Eastern Asia
1269,KP657717,[2011:2011.997],Taiwan,2011.619699,Eastern Asia
1270,KT959180,[2011.923:2011.997],Hong Kong,2011.997,Eastern Asia
1271,KT959181,[2011.915:2011.997],Hong Kong,2011.94061,Eastern Asia
1272,KT959182,[2011.915:2011.997],Hong Kong,2011.94061,Eastern Asia
1273,KX255365,2012.678,USA,2012.678,North America
1274,KM892498,[2012.833:2012.913],USA,2012.913,North America
1275,KX255377,2012.672,USA,2012.672,North America
1276,KX255414,2012.691,USA,2012.691,North America
1277,KX255399,2012.585,USA,2012.585,North America
1278,KX255356,2012.62,USA,2012.62,North America
1279,KX255370,2012.604,USA,2012.604,North America
1280,KC763162,[2012.757:2012.831],Italy,2012.831,Europe
1281,KT959186,[2012.415:2012.486],Hong Kong,2012.415,Eastern Asia
1282,KY767820,2012.549,Hong Kong,2012.549,Eastern Asia
1283,KY767823,2012.347,Hong Kong,2012.347,Eastern Asia
1284,KX255383,2012.675,USA,2012.675,North America
1285,MK511855,[2013:2013.997],USA,2013.445811,North America
1286,MK496911,[2013:2013.997],Panama,2013.326774,Central America
1287,MK496914,[2013:2013.997],Panama,2013.034936,Central America
1288,MK496909,[2013:2013.997],Panama,2013.034936,Central America
1289,KY272873,2012.773,France,2012.773,Europe
1290,KY272900,2012.776,France,2012.776,Europe
1291,KY272910,2012.817,France,2012.817,Europe
1292,KY272901,2012.781,France,2012.781,Europe
1293,KY272889,2012.73,France,2012.73,Europe
1294,KY272905,2012.801,France,2012.801,Europe
1295,KY272869,2012.699,France,2012.699,Europe
1296,KY272888,2012.721,France,2012.721,Europe
1297,KY272913,2012.825,France,2012.825,Europe
1298,KP100794,[2013.841:2013.912],USA,2013.841,North America
1299,MF159974,2014.693,USA,2014.693,North America
1300,KP725223,[2014.759:2014.83],Italy,2014.759,Europe
1301,KT220504,2014.915,France,2014.915,Europe
1302,KP725222,[2014.759:2014.83],Italy,2014.83,Europe
1303,KP725221,[2014.748:2014.83],Italy,2014.755305,Europe
1304,KP725220,[2014.748:2014.83],Italy,2014.755305,Europe
1305,KP406483,2014.693,France,2014.693,Europe
1306,LT745912,2014.822,France,2014.822,Europe
1307,LN681332,[2014.759:2014.83],France,2014.83,Europe
1308,LN874253,[2014.833:2014.901],France,2014.833,Europe
1309,KT220466,2014.819,France,2014.819,Europe
1310,KP307990,2014.808,France,2014.808,Europe
1311,KT220455,2014.8,France,2014.8,Europe
1312,LN874244,[2014.748:2014.83],France,2014.798829,Europe
1313,KP307989,2014.808,France,2014.808,Europe
1314,KT873581,2014.762,Canada,2014.762,North America
1315,KP455190,[2014.578:2014.997],Canada,2014.911727,North America
1316,KT995548,2014.69,USA,2014.69,North America
1317,KU645361,2014.732,Ireland,2014.732,Europe
1318,KP455279,[2014.507:2014.822],Canada,2014.507,North America
1319,MF160065,2014.685,USA,2014.685,North America
1320,KT835408,2014.704,Canada,2014.704,North America
1321,MF159960,2014.668,USA,2014.668,North America
1322,KT873577,2014.879,Canada,2014.879,North America
1323,KT873580,2014.792,Canada,2014.792,North America
1324,KT873578,2014.816,Canada,2014.816,North America
1325,KT835400,2014.718,Canada,2014.718,North America
1326,KT873582,2014.789,Canada,2014.789,North America
1327,KT873576,2014.797,Canada,2014.797,North America
1328,KX255385,2014.699,USA,2014.699,North America
1329,MF159587,2014.625,USA,2014.625,North America
1330,MF159604,2014.614,USA,2014.614,North America
1331,KT835398,2014.764,Canada,2014.764,North America
1332,MF159642,2014.666,USA,2014.666,North America
1333,KT995547,2014.69,USA,2014.69,North America
1334,KX351812,2014.715,USA,2014.715,North America
1335,MF159736,2014.641,USA,2014.641,North America
1336,KT220469,2014.847,France,2014.847,Europe
1337,MF160101,2014.723,USA,2014.723,North America
1338,MF159703,2014.685,USA,2014.685,North America
1339,KP455120,[2014.764:2014.997],Canada,2014.764,North America
1340,KP455280,[2014.751:2014.997],Canada,2014.871974,North America
1341,KP455162,[2014.688:2014.967],Canada,2014.883925,North America
1342,KP455129,[2014.688:2014.967],Canada,2014.720409,North America
1343,KP455179,[2014.688:2014.967],Canada,2014.883925,North America
1344,KT873587,2014.795,Canada,2014.795,North America
1345,KT873586,2014.775,Canada,2014.775,North America
1346,KP153542,2014.814,Italy,2014.814,Europe
1347,KP153546,2014.822,Italy,2014.822,Europe
1348,KP153540,2014.8,Italy,2014.8,Europe
1349,KP153539,2014.756,Italy,2014.756,Europe
1350,KP153541,2014.811,Italy,2014.811,Europe
1351,KP153543,2014.816,Italy,2014.816,Europe
1352,LT745913,2014.934,France,2014.934,Europe
1353,KP189400,2014.808,Germany,2014.808,Europe
1354,KT220458,2014.904,France,2014.904,Europe
1355,KT220480,2014.899,France,2014.899,Europe
1356,KP153545,2014.819,Italy,2014.819,Europe
1357,KP406494,2014.8,France,2014.8,Europe
